SM0	SMITH
RPSN	ROBISON
TNM	DUNHAM
KKR	COKER
SRTS	SWARTZ
KS	KEYS
LL	LILLY
LTNR	LADNER
HN	HANNAH
ALRT	WILLARD
RKTR	RICHTER
HRKRF	HARGROVE
ATMNTS	EDMONDS
PRNTL	BRANTLEY
ALPRT	ALBRIGHT
MRTK	MURDOCK
PSL	BOSWELL
MLR	MULLER
KNTR	QUINTERO
PJT	PADGETT
KN	KENNEY
TL	DALY
KNL	CONNOLLY
PR	PIERRE
ANMN	INMAN
KNTN	QUINTANA
LNT	LUND
PRNRT	BARNARD
FLKS	VILLEGAS
SMNS	SIMONS
LNT	LAND
HKNS	HUGGINS
TTL	TIDWELL
SNTRSN	SANDERSON
PLRT	BULLARD
MKLNTN	MCCLENDON
TRT	DUARTE
TRPR	DRAPER
MRT0	MEREDITH
MRR	MARRERO
TR	DWYER
APRMS	ABRAMS
STFR	STOVER
KT	GOODE
FRSR	FRASER
KRS	CREWS
PRNL	BERNAL
SML	SMILEY
KTN	GODWIN
FX	FISH
KNKLN	CONKLIN
MKNL	MCNEAL
PK	BACA
ASPRS	ESPARZA
KRTR	CROWDER
PR	BOWER
NXLS	NICHOLAS
XNK	CHUNG
PRSTR	BREWSTER
MKNL	MCNEILL
TK	DICK
RTRKS	RODRIGUES
LL	LEAL
KTS	COATES
RNS	RAINES
MKN	MCCAIN
MKRT	MCCORD
MNR	MINER
HLPRK	HOLBROOK
SFT	SWIFT
TKS	DUKES
KRLL	CARLISLE
ALTRJ	ALDRIDGE
AKRMN	ACKERMAN
STRKS	STARKS
RKS	RICKS
HLT	HOLLIDAY
FRS	FERRIS
HRSTN	HAIRSTON
XFLT	SHEFFIELD
LNJ	LANGE
FNTN	FOUNTAIN
MRN	MARINO
TS	DOSS
PTS	BETTS
KPLN	KAPLAN
KRMKL	CARMICHAEL
PLM	BLOOM
RFN	RUFFIN
PN	PENN
KRN	KERN
PLS	BOWLES
SSMR	SIZEMORE
LRKN	LARKIN
TPR	DUPREE
JL	JEWELL
SLFR	SILVER
SLS	SEALS
MTKLF	METCALF
HXSN	HUTCHISON
HNL	HENLEY
FR	FARR
KSTL	CASTLE
MKL	MCCAULEY
HNKNS	HANKINS
KSTFSN	GUSTAFSON
TL	DEAL
KRN	CURRAN
AX	ASH
ATL	WADDELL
RM	RAMEY
KTS	CATES
PLK	POLLOCK
MJR	MAJOR
ARFN	IRVIN
KMNS	CUMMINS
MSR	MESSER
HLR	HELLER
TT	DEWITT
LN	LIN
FNK	FUNK
KRNT	CORNETT
PLSS	PALACIOS
KLNT	GALINDO
KN	CANO
H0	HATHAWAY
SNKR	SINGER
FM	PHAM
ANRKS	ENRIQUEZ
ARN	AARON
SLKT	SALGADO
PLTR	PELLETIER
PNTR	PAINTER
ASMN	WISEMAN
PLNT	BLOUNT
HNT	HAND
FLSN	FELICIANO
TMPL	TEMPLE
HSR	HOUSER
THRT	DOHERTY
MT	MEAD
MKR	MCGRAW
TN	TONEY
SN	SWAN
MLFN	MELVIN
KPS	CAPPS
PLNK	BLANCO
PLKMN	BLACKMON
ASL	WESLEY
TMSN	THOMSON
MKMNS	MCMANUS
FR	FAIR
PRKT	BURKETT
PST	POST
KLSN	GLEASON
RTLF	RUDOLPH
AT	OTT
TKNS	DICKENS
KRMR	CORMIER
FS	VOSS
RXNK	RUSHING
RSNPRK	ROSENBERG
HRT	HURD
TMS	DUMAS
PNTS	BENITEZ
ARLN	ARELLANO
STR	STORY
MRN	MARIN
KTL	CAUDILL
PRK	BRAGG
JRML	JARAMILLO
HRT	HUERTA
JPSN	GIPSON
KLFN	COLVIN
PKS	BIGGS
FL	VELA
PLT	PLATT
KST	CASSIDY
TMPKNS	TOMPKINS
MKLM	MCCOLLUM
K	KAY
KPRL	GABRIEL
TLN	DOLAN
TL	DALEY
KRMP	CRUMP
STRT	STREET
SNT	SNEED
KLKR	KILGORE
KRF	GROVE
KRM	GRIMM
TFSN	DAVISON
PRNSN	BRUNSON
PRTR	PRATER
MRKM	MARCUM
TFN	DEVINE
KL	KYLE
TJ	DODGE
STRTN	STRATTON
RSS	ROSAS
X	CHOI
TRP	TRIPP
LTPTR	LEDBETTER
L	LAY
HTR	HIGHTOWER
HT	HAYWOOD
FLTMN	FELDMAN
APS	EPPS
AKR	YEAGER
PS	POSEY
SLFSTR	SYLVESTER
SKKS	SCRUGGS
KP	COPE
STPS	STUBBS
RX	RICHEY
AFRTN	OVERTON
TRTR	TROTTER
SPRK	SPRAGUE
KRTR	CORDERO
PXR	BUTCHER
PRKR	BURGER
STLS	STILES
PRKS	BURGOS
ATSN	WOODSON
HRNR	HORNER
PST	BASSETT
PRSL	PURCELL
HSKNS	HASKINS
J	GEE
AKNS	AKINS
APRHM	ABRAHAM
HT	HOYT
SKLR	ZIEGLER
SPLTNK	SPAULDING
HTL	HADLEY
KRPS	GRUBBS
SMNR	SUMNER
MRL	MURILLO
SFL	ZAVALA
XK	SHOOK
LKT	LOCKWOOD
JRT	JARRETT
TRSKL	DRISCOLL
TL	DAHL
0RP	THORPE
XRTN	SHERIDAN
RTMNT	REDMOND
PTNM	PUTNAM
MKLMS	MCWILLIAMS
MKR	MCRAE
KRNL	CORNELL
FLTN	FELTON
RMN	ROMANO
JNR	JOINER
STLR	SADLER
HTRK	HEDRICK
HKR	HAGER
HJN	HAGEN
FX	FITCH
KLTR	COULTER
0KR	THACKER
MNSFLT	MANSFIELD
LNKSTN	LANGSTON
KTR	GUIDRY
FRR	FERREIRA
KRL	CORLEY
KN	CONN
RS	ROSSI
LK	LACKEY
KT	CODY
PS	BAEZ
SNS	SAENZ
MKNMR	MCNAMARA
TRNL	DARNELL
MXL	MICHEL
MKMLN	MCMULLEN
MKN	MCKENNA
MKTNK	MCDONOUGH
LNK	LINK
ANJL	ENGEL
PRN	BROWNE
RPR	ROPER
PKK	PEACOCK
APNKS	EUBANKS
TRMNT	DRUMMOND
STRNKR	STRINGER
PRXT	PRITCHETT
PRM	PARHAM
MMS	MIMS
LNTRS	LANDERS
HM	HAM
KRSN	GRAYSON
STS	STACY
XFR	SCHAFER
AKN	EGAN
TMNS	TIMMONS
AHR	OHARA
KN	KEEN
HMLN	HAMLIN
FN	FINN
KRTS	CORTES
MKNR	MCNAIR
LS	LOUIS
KLFRT	CLIFFORD
NT	NADEAU
MSL	MOSELEY
MXT	MICHAUD
RSN	ROSEN
AKS	OAKES
KRTS	KURTZ
JFRS	JEFFERS
KL	CALLOWAY
PL	BEAL
PTST	BAUTISTA
AN	WINN
SKS	SUGGS
STRN	STERN
STPLTN	STAPLETON
LLS	LYLES
LRT	LAIRD
MNTN	MONTANO
TMNT	DIAMOND
TKNS	DAWKINS
RLNT	ROLAND
HKN	HAGAN
KLTMN	GOLDMAN
PRSN	BRYSON
PRJS	BARAJAS
LFT	LOVETT
SKR	SEGURA
MTS	METZ
LKT	LOCKETT
LNKFRT	LANGFORD
HNSN	HINSON
ASTMN	EASTMAN
RK	ROCK
HKS	HOOKS
AT	WOODY
SMLT	SMALLWOOD
XPR	SHAPIRO
KRL	CROWELL
ALN	WHALEN
TRPLT	TRIPLETT
HKR	HOOKER
XTMN	CHATMAN
ALTRX	ALDRICH
KHL	CAHILL
ANKPLT	YOUNGBLOOD
APR	YBARRA
STLNKS	STALLINGS
XTS	SHEETS
SML	SAMUEL
RTR	REEDER
PRSN	PERSON
PK	PACK
LS	LACEY
KNL	CONNELLY
PTMN	BATEMAN
APRN0	ABERNATHY
ANKLR	WINKLER
ALKS	WILKES
MSTRS	MASTERS
HKT	HACKETT
KRNKR	GRANGER
KLS	GILLIS
XMTS	SCHMITZ
SP	SAPP
NPR	NAPIER
SS	SOUZA
LNR	LANIER
KMS	GOMES
AR	WEIR
ATR	OTERO
LTFRT	LEDFORD
PRKS	BURROUGHS
PPKK	BABCOCK
FNTR	VENTURA
SJL	SIEGEL
TKN	DUGAN
KLNTN	CLINTON
XRST	CHRISTIE
PLTS	BLEDSOE
ATT	ATWOOD
R	WRAY
FRNR	VARNER
SPNKLR	SPANGLER
AT	OTTO
AN	ANAYA
STL	STALEY
KRFT	KRAFT
FRNR	FOURNIER
AT	EDDY
PLNKR	BELANGER
ALF	WOLFF
0RN	THORNE
PNM	BYNUM
PRNT	BURNETTE
PKN	BOYKIN
SNSN	SWENSON
PRFS	PURVIS
PN	PINA
KN	KHAN
TFL	DUVALL
TRP	DARBY
SNK	XIONG
KFMN	KAUFFMAN
AL	ALI
A	YU
HL	HEALY
ANKL	ENGLE
KRN	CORONA
PNT	BENOIT
FL	VALLE
STNR	STEINER
SPSR	SPICER
XFR	SHAVER
RNTL	RANDLE
LNT	LUNDY
T	DOW
XN	CHIN
KLFRT	CALVERT
STTN	STATON
NF	NEFF
KRN	KEARNEY
TRTN	DARDEN
AKL	OAKLEY
MTRS	MEDEIROS
MKRKN	MCCRACKEN
KRNX	CRENSHAW
PLK	BLOCK
PFR	BEAVER
PRT	PERDUE
TL	DILL
ATKR	WHITTAKER
TPN	TOBIN
KRNLS	CORNELIUS
AXPRN	WASHBURN
HK	HOGUE
KTRX	GOODRICH
ASL	EASLEY
PRF	BRAVO
TNSN	DENNISON
FR	VERA
XPL	SHIPLEY
KRNS	KERNS
JRJNSN	JORGENSEN
KRN	CRAIN
APL	ABEL
FLLPS	VILLALOBOS
MRR	MAURER
LNKR	LONGORIA
KN	KEENE
KN	COON
SR	SIERRA
A0RSPN	WITHERSPOON
STPLS	STAPLES
PTT	PETTIT
KNKT	KINCAID
ASN	EASON
MTRT	MADRID
AXLS	ECHOLS
LSK	LUSK
A	WU
STL	STAHL
KR	CURRIE
0R	THAYER
XLTS	SHULTZ
XRT	SHERWOOD
MKNL	MCNALLY
S	SEAY
NR0	NORTH
MHR	MAHER
KN	KENNY
HP	HOPE
KN	GAGNE
PR	BARROW
NF	NAVA
MLS	MYLES
MRLNT	MORELAND
HNKT	HONEYCUTT
HRN	HEARN
TKS	DIGGS
KRN	CARON
ATN	WHITTEN
ASTPRK	WESTBROOK
STFL	STOVALL
RKLNT	RAGLAND
KN	QUEEN
MNSN	MUNSON
MR	MEIER
LN	LOONEY
KMPL	KIMBLE
JL	JOLLY
HPSN	HOBSON
LNTN	LONDON
KTRT	GODDARD
KLFR	CULVER
PR	BURR
PRSL	PRESLEY
NKRN	NEGRON
KNL	CONNELL
TFR	TOVAR
MRKS	MARCUS
HTLSTN	HUDDLESTON
HMR	HAMMER
AXP	ASHBY
SLTR	SALTER
RT	ROOT
PNTLTN	PENDLETON
ALR	OLEARY
NKRSN	NICKERSON
MRK	MYRICK
JT	JUDD
JKPSN	JACOBSEN
ALT	ELLIOT
PN	BAIN
ATR	ADAIR
STRNS	STARNES
XLTN	SHELDON
MTS	MATOS
LKT	LIGHT
PSP	BUSBY
HRNTN	HERNDON
HNL	HANLEY
PLM	BELLAMY
JK	JACK
TT	DOTY
PRTL	BARTLEY
AS	YAZZIE
RL	ROWELL
PRSN	PARSON
JFRT	GIFFORD
KLN	CULLEN
XRSXNSN	CHRISTIANSEN
PNFTS	BENAVIDES
PRNRT	BARNHART
TLPT	TALBOT
MK	MOCK
KRNTL	CRANDALL
KNRS	CONNORS
PNTS	BONDS
AT	WHITT
KJ	GAGE
PRKMN	BERGMAN
ARTNT	ARREDONDO
ATSN	ADDISON
MRN	MARION
LJN	LUJAN
TT	DOWDY
JRNKN	JERNIGAN
HN	HUYNH
PXRT	BOUCHARD
TTN	DUTTON
RTS	RHOADES
ALT	OUELLETTE
KSR	KISER
RPN	RUBIN
HRNKTN	HERRINGTON
HR	HARE
TN	DENNY
PLKMN	BLACKMAN
PP	BABB
ALRT	ALLRED
RT	RUDD
PLSN	PAULSON
AKTN	OGDEN
KNK	KOENIG
JKP	JACOB
ARFNK	IRVING
KJR	GEIGER
PK	BEGAY
PR	PARRA
XMPN	CHAMPION
LSTR	LASSITER
HK	HAWK
ASPST	ESPOSITO
X	CHO
ALTRN	WALDRON
FRNN	VERNON
RNSM	RANSOM
PR0R	PRATHER
KNN	KEENAN
JN	JEAN
KRFR	GROVER
XKN	CHACON
FK	VICK
SNTS	SANDS
RRK	ROARK
PR	PARR
MPR	MAYBERRY
KRNPRK	GREENBERG
KL	COLEY
PRNR	BRUNER
ATMN	WHITMAN
SKKS	SKAGGS
XPMN	SHIPMAN
MNS	MEANS
LR	LEARY
HTN	HUTTON
RM	ROMO
MTRN	MEDRANO
LT	LADD
KRS	KRUSE
FRNT	FRIEND
TRLNK	DARLING
ASK	ASKEW
FLNTN	VALENTIN
XLS	SCHULZ
ALFR	ALFARO
TPR	TABOR
MR	MOHR
KL	GALLO
PRMTS	BERMUDEZ
PRR	PEREIRA
ASK	ISAAC
PLS	BLISS
RFS	REAVES
FLNT	FLINT
KMR	COMER
PSTN	BOSTON
ATL	WOODALL
NKN	NAQUIN
KFR	GUEVARA
ARL	EARL
TLNK	DELONG
KRR	CARRIER
PKNS	PICKENS
PRNT	BRAND
TL	TILLEY
XFR	SCHAFFER
RT	READ
LM	LIM
NTSN	KNUTSON
FNTN	FENTON
TRN	DORAN
X	CHU
FKT	VOGT
FN	VANN
PRSKT	PRESCOTT
MKLN	MCLAIN
LNTS	LANDIS
KRKRN	CORCORAN
AMPRS	AMBROSE
SPT	ZAPATA
HT	HYATT
HMFL	HEMPHILL
FLK	FAULK
KL	CALL
TF	DOVE
PTR	BOUDREAUX
ARKN	ARAGON
ATLK	WHITLOCK
TRJ	TREJO
TKT	TACKETT
XRR	SHEARER
SLTN	SALDANA
HNKS	HANKS
KLT	GOLD
TRFR	DRIVER
MKNN	MCKINNON
KLR	KOEHLER
XMPN	CHAMPAGNE
PRJ	BOURGEOIS
PL	POOL
KS	KEYES
KTSN	GOODSON
FT	FOOTE
ARL	EARLY
LNSFRT	LUNSFORD
KLTSM0	GOLDSMITH
FLT	FLOOD
ANSL	WINSLOW
SMS	SAMS
RKN	REAGAN
MKLT	MCCLOUD
H	HOUGH
ASKFL	ESQUIVEL
NLR	NAYLOR
LMS	LOOMIS
KRNT	CORONADO
LTK	LUDWIG
PRSL	BRASWELL
PRTN	BEARDEN
XRL	SHERRILL
HNK	HUANG
FKN	FAGAN
ASL	EZELL
ATMNTSN	EDMONDSON
SR	CYR
KRNN	CRONIN
NN	NUNN
LMN	LEMON
KLR	GUILLORY
KRR	GRIER
TPS	DUBOSE
TRLR	TRAYLOR
RTR	RYDER
TPNS	DOBBINS
KL	COYLE
APNT	APONTE
ATMR	WHITMORE
SMLS	SMALLS
RN	ROWAN
ML	MALLOY
KRTN	CARDONA
PRKSTN	BRAXTON
PRTN	BORDEN
HMFRS	HUMPHRIES
KRSK	CARRASCO
RF	RUFF
MTSKR	METZGER
HNTL	HUNTLEY
HNJS	HINOJOSA
FN	FINNEY
MTSN	MADSEN
HNK	HONG
HLS	HILLS
ARNST	ERNST
TSR	DOZIER
PRKRT	BURKHART
PSR	BOWSER
PRLT	PERALTA
TKL	DAIGLE
ATNKTN	WHITTINGTON
SRNSN	SORENSON
SST	SAUCEDO
RX	ROCHE
RTNK	REDDING
LT	LOYD
FKT	FUGATE
AFLS	AVALOS
AT	WAITE
LNT	LIND
HSTN	HUSTON
H	HAY
PNTKT	BENEDICT
H0RN	HAWTHORNE
HMP	HAMBY
PLS	BOYLES
PLS	BOLES
RKN	REGAN
FST	FAUST
KRK	CROOK
PM	BEAM
PRKR	BARGER
HNTS	HINDS
KLRT	GALLARDO
ALS	ELIAS
ALFP	WILLOUGHBY
ALNKM	WILLINGHAM
ALPRN	WILBURN
AKRT	ECKERT
PX	BUSCH
SPT	ZEPEDA
AR0NKTN	WORTHINGTON
TNSL	TINSLEY
RS	RUSS
L	LI
HF	HOFF
HL	HAWLEY
KRMN	CARMONA
FRL	VARELA
RKTR	RECTOR
NKMP	NEWCOMB
MLR	MALLORY
KNS	KINSEY
TP	DUBE
ATL	WHATLEY
STRNJ	STRANGE
RKSTL	RAGSDALE
AF	IVY
PRNSTN	BERNSTEIN
PSR	BECERRA
AST	YOST
MTSN	MATTSON
L	LY
FLTR	FELDER
XK	CHEEK
LK	LUKE
HNT	HANDY
KRSMN	GROSSMAN
K0R	GAUTHIER
ASKPT	ESCOBEDO
PRTN	BRADEN
PKMN	BECKMAN
MT	MOTT
HLMN	HILLMAN
KL	GIL
FLHRT	FLAHERTY
TKS	DYKES
T	DOE
STKTN	STOCKTON
STRNS	STEARNS
LFTN	LOFTON
KXN	KITCHEN
KTS	COATS
KFSS	CAVAZOS
PFRS	BEAVERS
PRS	BARRIOS
TNK	TANG
PRX	PARISH
MXR	MOSHER
LNKLN	LINCOLN
KRTL	CARDWELL
KLS	COLES
PRNM	BURNHAM
ALR	WELLER
LMNS	LEMONS
PP	BEEBE
AKLR	AGUILERA
RNK	RING
PRNL	PARNELL
HRMN	HARMAN
KTR	COUTURE
AL	ALLEY
XMKR	SCHUMACHER
RT	REDD
TPS	DOBBS
PLM	BLUM
PLLK	BLALOCK
MRXNT	MERCHANT
ANS	ENNIS
TNSN	DENSON
KTRL	COTTRELL
XSTR	CHESTER
PRNN	BRANNON
PKL	BAGLEY
AFLS	AVILES
AT	WATT
SS	SOUSA
RSN0L	ROSENTHAL
RN	ROONEY
TTS	DIETZ
PLNK	BLANK
PKT	PAQUETTE
MKLLNT	MCCLELLAND
TF	DUFF
FLSK	VELASCO
LNTS	LENTZ
KRP	GRUBB
PRS	BURROWS
PRPR	BARBOUR
ALRX	ULRICH
XKL	SHOCKLEY
RTR	RADER
KRMN	GERMAN
PR	BEYER
MKSN	MIXON
LTN	LAYTON
ALTMN	ALTMAN
ALNS	ALONZO
A0RS	WEATHERS
TTS	TITUS
STNR	STONER
SKRS	SQUIRES
XP	SHIPP
PRST	PRIEST
LPSKMP	LIPSCOMB
KTLR	CUTLER
KPLR	CABALLERO
SMR	ZIMMER
ALT	WILLETT
0RSTN	THURSTON
STR	STOREY
MTL	MEDLEY
LL	LYLE
APRSN	EPPERSON
X	SHAH
MKMLN	MCMILLIAN
PKT	BAGGETT
TRS	TORREZ
LS	LAWS
HRX	HIRSCH
TNT	DENT
KR	COREY
PRR	POIRIER
PX	PEACHEY
JKS	JACQUES
FRR	FARRAR
KRX	CREECH
PR0	BARTH
TRMPL	TRIMBLE
FRNS	FRANCE
TPR	DUPRE
ALPRKT	ALBRECHT
SMPL	SAMPLE
LLR	LAWLER
KRSP	CRISP
KNR	CONROY
XTK	CHADWICK
ATSL	WETZEL
NSPT	NESBITT
MR	MURRY
JMSN	JAMESON
ALLM	WILHELM
PTN	PATTEN
MNTN	MINTON
MTSN	MATSON
KMPR	KIMBROUGH
AFRSN	IVERSON
KN	GUINN
KL	GALE
FRTN	FORTUNE
KRFT	CROFT
T0	TOTH
PLM	PULLIAM
NJNT	NUGENT
NP	NEWBY
LTLJN	LITTLEJOHN
TS	DIAS
KNLS	CANALES
PRNR	BERNIER
PRN	BARON
PRN	BARNEY
SNKLTR	SINGLETARY
RNTR	RENTERIA
PRT	PRUETT
MK	MCHUGH
MPR	MABRY
LNTRM	LANDRUM
PRR	BROWER
ALTN	WELDON
STTRT	STODDARD
R0	RUTH
KKL	CAGLE
STJN	STJOHN
SKLS	SCALES
KLR	KOHLER
KLK	KELLOGG
HPSN	HOPSON
KNT	GANT
0RP	THARP
KN	GANN
SKLR	ZEIGLER
PRNKL	PRINGLE
HMNS	HAMMONS
FRXLT	FAIRCHILD
TTN	DEATON
XFS	CHAVIS
KRNS	CARNES
RL	ROWLEY
MTLK	MATLOCK
LP	LIBBY
KRNS	KEARNS
ARSR	IRIZARRY
KRNKTN	CARRINGTON
STRK	STARKEY
PPR	PEPPER
LPS	LOPES
JRL	JARRELL
F	FAY
KRFN	CRAVEN
PFRL	BEVERLY
PM	BAUM
SPN	SPAIN
LTLFLT	LITTLEFIELD
LN	LINN
HMFRS	HUMPHREYS
HK	HOOK
H	HIGH
A0RJ	ETHERIDGE
KLR	CUELLAR
XSTN	CHASTAIN
XNS	CHANCE
PNT	BUNDY
SPR	SPEER
SKLTN	SKELTON
KRS	QUIROZ
PL	PYLE
PRTL	PORTILLO
PNTR	PONDER
MLTN	MOULTON
MKT	MACHADO
L	LIU
KLN	KILLIAN
HTSN	HUTSON
HXKK	HITCHCOCK
ALSR0	ELLSWORTH
TLNK	DOWLING
KLT	CLOUD
PRTK	BURDICK
SPN	SPANN
PTRSN	PEDERSEN
LFN	LEVIN
LKT	LEGGETT
HRT	HAYWARD
HKR	HACKER
TTRX	DIETRICH
PL	BEAULIEU
PRKSTL	BARKSDALE
AKFLT	WAKEFIELD
SNTN	SNOWDEN
PRS	PARIS
PRSK	BRISCOE
P	BOWIE
PRMN	BERMAN
AKL	OGLE
MKRKR	MCGREGOR
LFLN	LAUGHLIN
HLM	HELM
PRTN	BURDEN
ATL	WHEATLEY
XRPR	SCHREIBER
PRSL	PRESSLEY
PRS	PARRIS
NK	NG
ALNS	ALANIZ
AJ	AGEE
ARPN	URBAN
SN	SWANN
SNTKRS	SNODGRASS
XSTR	SCHUSTER
RTFRT	RADFORD
MNK	MONK
MTNKL	MATTINGLY
MN	MAIN
LMR	LAMAR
HRP	HARP
JRRT	GIRARD
XN	CHENEY
ANS	YANCEY
AKNR	WAGONER
RTL	RIDLEY
LMPRT	LOMBARDO
L	LAU
HJNS	HUDGINS
KSKNS	GASKINS
TKR0	DUCKWORTH
K	COE
KPRN	COBURN
AL	WILLEY
PRT	PRADO
NPR	NEWBERRY
MKN	MAGANA
HMNTS	HAMMONDS
ALM	ELAM
APL	WHIPPLE
SLT	SLADE
SRN	SERNA
AJT	OJEDA
LLS	LILES
TRMN	DORMAN
TL	DIEHL
ANJL	ANGEL
APTN	UPTON
RRTN	REARDON
MKLS	MICHAELS
KLS	KELSEY
KTS	GOETZ
ALR	ELLER
PMN	BAUMAN
PR	BAER
AKSTN	AUGUSTINE
LN	LAYNE
HML	HUMMEL
PRNR	BRENNER
AM	AMAYA
ATMSN	ADAMSON
ARNLS	ORNELAS
TL	DOWELL
KLTR	CLOUTIER
XRST	CHRISTY
KSTLNS	CASTELLANOS
ANK	WING
ALMN	WELLMAN
SLR	SAYLOR
ARRK	OROURKE
M	MOYA
MNTLF	MONTALVO
KLPTRK	KILPATRICK
HRL	HARLEY
TRPN	DURBIN
XL	SHELL
ALTM	OLDHAM
KNK	KANG
KRFN	GARVIN
FS	FOSS
PRNM	BRANHAM
PR0LM	BARTHOLOMEW
TMPLTN	TEMPLETON
MKR	MAGUIRE
HLTN	HOLTON
ALNS	ALONSO
RTR	RIDER
MNHN	MONAHAN
MKRMK	MCCORMACK
PT	BEATY
ANTRS	ANDERS
STRTR	STREETER
NT	NIETO
NLSN	NIELSON
MFT	MOFFETT
LNKFRT	LANKFORD
KTNK	KEATING
HK	HECK
KTLN	GATLIN
TLTR	DELATORRE
KL	CALLAWAY
ATKK	ADCOCK
ARL	WORRELL
ANKR	UNGER
RPNT	ROBINETTE
NK	NOWAK
JTR	JETER
PRNR	BRUNNER
AXTN	ASHTON
STN	STEEN
PRT	PARROTT
AFRSTRT	OVERSTREET
NPLS	NOBLES
MNTNS	MONTANEZ
L0R	LUTHER
KLFNKR	CLEVENGER
PRNKL	BRINKLEY
TRHN	TRAHAN
KRLS	QUARLES
PKRNK	PICKERING
PTRSN	PEDERSON
JNSN	JANSEN
KRNTM	GRANTHAM
KLXRST	GILCHRIST
KRSP	CRESPO
AKN	AIKEN
XL	SCHELL
XFR	SCHAEFFER
LRNS	LORENZ
LF	LEYVA
HRMS	HARMS
TSN	DYSON
ALS	WALLIS
PS	PEASE
LFT	LEAVITT
HMN	HYMAN
XNK	CHENG
KFNK	CAVANAUGH
PTS	BATTS
ARTN	WARDEN
SMN	SEAMAN
RKL	ROCKWELL
KST	QUEZADA
PKSTN	PAXTON
LNTR	LINDER
HK	HOUCK
FNTN	FONTAINE
TRNT	DURANT
KRS	CARUSO
ATLR	ADLER
PMNTL	PIMENTEL
MS	MIZE
LTL	LYTLE
TNLT	DONALD
KLR	CLEARY
KSN	CASON
AKR	ACKER
STSR	SWITZER
SLMN	SALMON
ASKS	ISAACS
HKNPTM	HIGGINBOTHAM
HN	HAN
ATRMN	WATERMAN
FNTK	VANDYKE
STMPR	STAMPER
SSK	SISK
XLR	SHULER
RTK	RIDDICK
RTMN	REDMAN
MKMHN	MCMAHAN
LFSK	LEVESQUE
HTN	HATTON
PRNSN	BRONSON
PLNKR	BOLLINGER
ARNT	ARNETT
AKF	OKEEFE
KRPR	GERBER
KNN	GANNON
FRNSR0	FARNSWORTH
PMN	BAUGHMAN
SLFRMN	SILVERMAN
STRFLT	SATTERFIELD
RL	ROYAL
MKRR	MCCRARY
KLSK	KOWALSKI
J	JOY
KRKSP	GRIGSBY
KRK	GRECO
KPRL	CABRAL
TRT	TROUT
RNHRT	RINEHART
MHN	MAHON
LNTN	LINTON
KTN	GOODEN
KRL	CURLEY
P	BAUGH
AMN	WYMAN
ANR	WEINER
XP	SCHWAB
XLR	SCHULER
MRS	MORRISSEY
MHN	MAHAN
K	COY
PN	BUNN
ANTR	ANDREW
0RXR	THRASHER
SPR	SPEAR
AKNR	WAGGONER
XL	SHELLEY
RPRT	ROBERT
KLS	QUALLS
PRT	PURDY
MKRTR	MCWHORTER
MLTN	MAULDIN
MRK	MARK
JRTN	JORDON
KLMN	GILMAN
PRMN	PERRYMAN
NSM	NEWSOM
MNRT	MENARD
MRTN	MARTINO
KRF	GRAF
PLNKSL	BILLINGSLEY
ARTS	ARTIS
SMPKNS	SIMPKINS
SLSPR	SALISBURY
KNTNL	QUINTANILLA
KLLNT	GILLILAND
FRL	FRALEY
FST	FOUST
KRS	CROUSE
SKRPRK	SCARBOROUGH
NK	NGO
KRSM	GRISSOM
FLTS	FULTZ
RK	RICO
MRL	MARLOW
MRKM	MARKHAM
MTRKL	MADRIGAL
LTN	LAWTON
PRFLT	BARFIELD
ATNK	WHITING
FRN	VARNEY
XRS	SCHWARZ
H	HUEY
KX	GOOCH
ARS	ARCE
AT	WHEAT
TRNK	TRUONG
PLN	POULIN
MKNS	MACKENZIE
LN	LEONE
HRTT	HURTADO
SLP	SELBY
K0R	GAITHER
FRTNR	FORTNER
KLPPR	CULPEPPER
KFLN	COUGHLIN
PRNSN	BRINSON
PTR	BOUDREAU
PRKL	BARKLEY
PLS	BALES
STP	STEPP
HLM	HOLM
TN	TAN
XLNK	SCHILLING
MRL	MORRELL
KN	KAHN
HTN	HEATON
KMS	GAMEZ
TKLS	DOUGLASS
KS	CAUSEY
PR0RS	BROTHERS
TRPN	TURPIN
XNKS	SHANKS
XRTR	SCHRADER
MK	MEEK
ASM	ISOM
HRTSN	HARDISON
KRNS	CARRANZA
ANS	YANEZ
A	WAY
SKJNS	SCROGGINS
XFLT	SCHOFIELD
RNN	RUNYON
RTKLF	RATCLIFF
MRL	MURRELL
MLR	MOELLER
ARP	IRBY
KRR	CURRIER
PTRFLT	BUTTERFIELD
A	YEE
RLSTN	RALSTON
PLN	PULLEN
PNSN	PINSON
ASTP	ESTEP
AST	EAST
KRPN	CARBONE
LNS	LANCE
HKS	HAWKS
ALNKTN	ELLINGTON
KSLS	CASILLAS
SPRLK	SPURLOCK
SKS	SIKES
MTL	MOTLEY
MKRTN	MCCARTNEY
KRKR	KRUGER
ASPL	ISBELL
HL	HOULE
FRNSSK	FRANCISCO
PRK	BURK
PN	BONE
TMLN	TOMLIN
XLP	SHELBY
KKL	QUIGLEY
NMN	NEUMANN
LFLS	LOVELACE
FNL	FENNELL
KLP	COLBY
XTM	CHEATHAM
PSTMNT	BUSTAMANTE
SKTMR	SKIDMORE
HTLK	HIDALGO
FRMN	FORMAN
KLP	CULP
PNS	BOWENS
PTNKRT	BETANCOURT
AKN	AQUINO
RP	ROBB
